text,target,category,polarity,from,to,id,_rid,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,text,target,category,polarity,from,to,id,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to,target,category,polarity,from,to
Come here if you're a die-hard cheese fan.,,,,,,286:00:00,286,,,,,,"The Mozzarella balls are humongous, but pair with the pesto sauces, it's a unique dining experience.",Mozzarella balls,FOOD#STYLE_OPTIONS,positive,4,20,286:01:00,,,,,,,,,,,,,,,pesto sauces,FOOD#QUALITY,positive,54,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
good crawfish pies and a cool environment,crawfish pies,FOOD#QUALITY,positive,5,18,287:00:00,287,environment,AMBIENCE#GENERAL,positive,30,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hidden pan mee shop,,,,,,288:00:00,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for Garlic Balsamic Vinegar added to your Chicken Cheese Steak,,,,,,289:00:00,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sushi is pretty good, but the size of the portions is excessive - hard to eat.",sushi,FOOD#QUALITY,positive,4,9,290:00:00,290,portions,FOOD#STYLE_OPTIONS,negative,46,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you want to order a hot beverage ask arthur to draw you something on your cup,arthur,SERVICE#GENERAL,positive,40,46,291:00:00,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place is AWESOME for drinks.,drinks,DRINKS#QUALITY,positive,26,32,292:00:00,292,,,,,,You get a pitcher of sangria for $10 or of beer for $7!,pitcher of sangria,DRINKS#PRICES,positive,10,28,292:01:00,"Check the daily specials, they are really good!",daily specials,FOOD#QUALITY,positive,10,24,292:02:00,Love the Captain Crunch Nutty Brother.. to die for!,Captain Crunch Nutty Brother,FOOD#QUALITY,positive,9,37,292:03:00,beer,DRINKS#PRICES,positive,43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The beer mac and cheese is a huge portion and absolutely delicious.,beer mac and cheese,FOOD#STYLE_OPTIONS,positive,4,23,293:00:00,293,beer mac and cheese,FOOD#QUALITY,positive,4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
must go and stay,,RESTAURANT#GENERAL,positive,0,0,294:00:00,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Was not rushed out once we finished with our food unlike some of the other local restaurants.,,SERVICE#GENERAL,positive,0,0,295:00:00,295,,,,,,Food was tasty & fresh.,Food,FOOD#QUALITY,positive,0,4,295:01:00,Thumbs up.,,RESTAURANT#GENERAL,positive,0,0,295:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Hot Chick xD Delicious.,Hot Chick,FOOD#QUALITY,positive,8,17,296:00:00,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No starbucks yes nero,starbucks,RESTAURANT#GENERAL,negative,3,12,297:00:00,297,nero,RESTAURANT#GENERAL,positive,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loved The Thundercat (burger).,Thundercat,FOOD#QUALITY,positive,10,20,298:00:00,298,,,,,,Should check it out.,,FOOD#QUALITY,positive,0,0,298:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Been here for breakfst and dinner.As it is always full in the morning, the waiter and the food might not serve/taste as the way they should be.Anywhere,roti bakar,roti keping,coffees are all awesomes.",,AMBIENCE#GENERAL,negative,0,0,299:00:00,299,waiter,SERVICE#GENERAL,negative,75,81,,,,,,,,,,,,,,,,,,,,,,,,,,,food,FOOD#QUALITY,negative,90,94,roti bakar,FOOD#QUALITY,positive,152,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roti keping,FOOD#QUALITY,positive,163,174,coffees,DRINKS#QUALITY,positive,175,182,,,,,,,,,,,,,,,,,,,,
"Excellent and seasonally changing craft beers, brewed on premises in their own microbrewery.",craft beers,DRINKS#QUALITY,positive,34,45,300:00:00,300,,,,,,"The original, pilsener and wheat beer are always available.",pilsener,FOOD#STYLE_OPTIONS,positive,14,22,300:01:00,Excellent choice for beer aficionados.,,RESTAURANT#GENERAL,positive,0,0,300:02:00,,,,,,,,wheat beer,DRINKS#STYLE_OPTIONS,positive,27,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The best croissants in Bratislava,croissants,FOOD#QUALITY,positive,9,19,301:00:00,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice & Healthy food ;),food,FOOD#QUALITY,positive,15,19,302:00:00,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fondue Mondays.,Fondue,FOOD#QUALITY,positive,0,6,303:00:00,303,,,,,,They're pretty good and very inexpensive.,,FOOD#QUALITY,positive,0,0,303:01:00,,,,,,,,,,,,,,,,FOOD#PRICES,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep fried cheeseburger spring rolls.,Deep fried cheeseburger spring rolls,FOOD#QUALITY,positive,0,36,304:00:00,304,,,,,,Need I say more?,,,,,,304:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for the seared scallops with pepper jack poblano grits.,seared scallops with pepper jack poblano grits,FOOD#QUALITY,positive,12,58,305:00:00,305,,,,,,We can't get enough of it.,,FOOD#QUALITY,positive,0,0,305:01:00,(And everything tastes better when devoured on a garden patio),garden patio,AMBIENCE#GENERAL,positive,49,61,305:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Excellent food, huge wine variety, nice ambience & great service!",food,FOOD#QUALITY,positive,10,14,306:00:00,306,wine,DRINKS#STYLE_OPTIONS,positive,21,25,,,,,,,,,,,,,,,,,,,,,,,,,,,ambience,AMBIENCE#GENERAL,positive,40,48,service,SERVICE#GENERAL,positive,57,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very tasty!,,FOOD#QUALITY,positive,0,0,307:00:00,307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try our pumpkin smash it's likes pumpkin pie in a cup!!!!!!,pumpkin smash,FOOD#QUALITY,positive,8,21,308:00:00,308,,,,,,Yummy :-),,FOOD#QUALITY,positive,0,0,308:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This million calorie shake is worth it!,,FOOD#QUALITY,positive,0,0,309:00:00,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The onion rings are large, crunchy and awesome.",onion rings,FOOD#QUALITY,positive,4,15,310:00:00,310,onion rings,FOOD#STYLE_OPTIONS,positive,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try turkish coffee on sand!,turkish coffee on sand,DRINKS#QUALITY,positive,4,26,311:00:00,311,,,,,,A true delight :) Also once in month on Mondays they hold poetry readings.,,DRINKS#QUALITY,positive,0,0,311:01:00,,,,,,,,,,,,,,,,AMBIENCE#GENERAL,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This has been my fave place for breakfast since I was in jr.,place,RESTAURANT#GENERAL,positive,22,27,312:00:00,312,,,,,,High.,,RESTAURANT#GENERAL,positive,0,0,312:01:00,Wow.,,RESTAURANT#GENERAL,positive,0,0,312:02:00,I love all the omlettes.,omlettes,FOOD#QUALITY,positive,15,23,312:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,My fave is the ham & cheese with potatoes and wheat toast.,ham & cheese with potatoes and wheat toast,FOOD#QUALITY,positive,15,57,312:04:00,It's more special now with my fiancé.,,,,,,312:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the Hopfenweisse (TAP 5) if you like really hoppy beer,Hopfenweisse,DRINKS#QUALITY,positive,8,20,313:00:00,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bocca coffee and Ottolenghi-inspired, healthy dishes.",Bocca coffee,DRINKS#QUALITY,positive,0,12,314:00:00,314,dishes,FOOD#QUALITY,positive,46,52,"Take away, or make yourself comfy with your delis in the welcoming, homey space.",delis,FOOD#QUALITY,positive,44,49,314:01:00,,,,,,,,,,,,,,,space,AMBIENCE#GENERAL,positive,74,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The fried fish here is tiny.,fried fish,FOOD#STYLE_OPTIONS,negative,4,14,315:00:00,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please get bigger cups for water,cups,DRINKS#STYLE_OPTIONS,negative,18,22,316:00:00,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sandwiches are AMAZING, the coffee is :thumbs_up: and the people who work here are super friendly.",sandwiches,FOOD#QUALITY,positive,4,14,317:00:00,317,coffee,DRINKS#STYLE_OPTIONS,positive,32,38,Gotta love Wawa!,,RESTAURANT#GENERAL,positive,0,0,317:01:00,,,,,,,,,,,,,,,,,,,,people,SERVICE#GENERAL,positive,62,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place is cool but the food is not good at all !,place,AMBIENCE#GENERAL,positive,4,9,318:00:00,318,food,FOOD#QUALITY,negative,26,30,It doesn't even worth trying !,,RESTAURANT#GENERAL,negative,0,0,318:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the worst burger I've ever tried,burger,FOOD#QUALITY,negative,10,16,319:00:00,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great choice in the area - had dinner and was impressed enough to repeat for lunch next day!,,RESTAURANT#GENERAL,positive,0,0,320:00:00,320,,,,,,Go w/ the seafood.,seafood,FOOD#QUALITY,positive,10,17,320:01:00,"Server was perplexed upon hearing about Foursquare ""special"".",Server,SERVICE#GENERAL,negative,0,6,320:02:00,Boo.,,SERVICE#GENERAL,negative,0,0,320:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omg.,,RESTAURANT#GENERAL,positive,0,0,321:00:00,321,,,,,,"The ultimate, ultimate grilled cheese has jalapeño Mac n cheese and pulled pork within this crazy Sammie.",grilled cheese,FOOD#QUALITY,positive,23,37,321:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call 87878 for delivery via citydelivery.ph,,,,,,322:00:00,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Instead of ketchup, dip your fries in the big bad wolf sause!",big bad wolf sause,FOOD#QUALITY,positive,42,60,323:00:00,323,,,,,,Yummmmm <3,,FOOD#QUALITY,positive,0,0,323:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good food good service,service,SERVICE#GENERAL,positive,15,22,324:00:00,324,food,FOOD#QUALITY,positive,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freshest food & best happy hour in town! $2 craft pints 4-7.,food,FOOD#QUALITY,positive,9,13,325:00:00,325,happy hour,RESTAURANT#MISCELLANEOUS,positive,21,31,Great staff and service as well!,staff,SERVICE#GENERAL,positive,6,11,325:01:00,,,,,,,,,,,,,,,service,SERVICE#GENERAL,positive,16,23,craft pints,DRINKS#PRICES,positive,44,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Service SUCKS!!!,Service,SERVICE#GENERAL,negative,0,7,326:00:00,326,,,,,,And is overpriced AVOID leave while you can.,,RESTAURANT#PRICES,negative,0,0,326:01:00,Service does not come with a smile it comes with an attitude,Service,SERVICE#GENERAL,negative,0,7,326:02:00,,,,,,,,,RESTAURANT#GENERAL,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not a fan of the new Frappuccinos...,Frappuccinos,DRINKS#QUALITY,negative,21,33,327:00:00,327,,,,,,If I were you I'd go for a Strawberry Smoothie with no Protein but add java chips.,Strawberry Smoothie with no Protein,DRINKS#QUALITY,positive,27,62,327:01:00,"It is, THE BOMB.",,DRINKS#QUALITY,positive,0,0,327:02:00,,,,,,,,java chips,FOOD#QUALITY,positive,71,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excellent place to be with friends ... free karaoke guys... and great food ... unique design as jungle look a like ... two thumbs up ...!,place,RESTAURANT#GENERAL,positive,10,15,328:00:00,328,food,FOOD#QUALITY,positive,70,74,,,,,,,,,,,,,,,,,,,,,,,,,,,karaoke,AMBIENCE#GENERAL,positive,44,51,design,AMBIENCE#GENERAL,positive,86,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ask for Krystal.,Krystal,SERVICE#GENERAL,positive,8,15,329:00:00,329,,,,,,She is the bomb dot com.,,SERVICE#GENERAL,positive,0,0,329:01:00,"Tell her ""hi"" from the Alabama crew!",,,,,,329:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book with RoundMenu and get 35% off total bill on weekdays..,,,,,,330:00:00,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come after 3 p.m for the delicious warm scones!,warm scones,FOOD#QUALITY,positive,35,46,331:00:00,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probably the best Veg restaurant on sinhagad road.,restaurant,RESTAURANT#GENERAL,positive,22,32,332:00:00,332,,,,,,Try paneer tikka,paneer tikka,FOOD#STYLE_OPTIONS,positive,4,16,332:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"They do have a firm $5 minimum for a credit card charge, that's my only complaint.",,RESTAURANT#MISCELLANEOUS,negative,0,0,333:00:00,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Very good friendly service, and they promptly bring refills",service,SERVICE#GENERAL,positive,19,26,334:00:00,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEACHY PERFECTION!!!,,RESTAURANT#GENERAL,positive,0,0,335:00:00,335,,,,,,I wrote it all in caps!,,,,,,335:01:00,That's how you know how good it is!,,FOOD#QUALITY,positive,0,0,335:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Never had a good espresso here--only amazing espresso!,espresso,FOOD#QUALITY,positive,17,25,336:00:00,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Very bad service!,service,SERVICE#GENERAL,positive,9,16,337:00:00,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the free chips n salsa with every check in!,chips n salsa,FOOD#QUALITY,positive,14,27,338:00:00,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best Bloody Mary's in downtown Hendersonvile....,Bloody Mary,DRINKS#QUALITY,positive,5,16,339:00:00,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parking is a nightmare,,RESTAURANT#MISCELLANEOUS,negative,0,0,340:00:00,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Best pizza you will ever have!,pizza,FOOD#QUALITY,positive,5,10,341:00:00,341,,,,,,"The Meat King is a must and is also the one featured on the show, ""You Gotta Eat Here.""",Meat King,FOOD#QUALITY,positive,4,13,341:01:00,Call and order beforehand since they run out fast!,,,,,,341:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take the coconut ice cream – it's incredible!,coconut ice cream,FOOD#QUALITY,positive,9,26,342:00:00,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The best West Indian Fried Rice.,West Indian Fried Rice,FOOD#QUALITY,positive,9,31,343:00:00,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pamela was a GREAT server :),Pamela,SERVICE#GENERAL,positive,0,6,344:00:00,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They have the best Pad Thai!,Pad Thai,FOOD#QUALITY,positive,19,27,345:00:00,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",staff,SERVICE#GENERAL,positive,29,34,346:00:00,346,atmosphere,AMBIENCE#GENERAL,positive,39,49,,,,,,,,,,,,,,,,,,,,,,,,,,,smoking room,AMBIENCE#GENERAL,positive,61,73,menu,FOOD#STYLE_OPTIONS,positive,83,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Must try: truffles scrambled eggs, crab tiramisu and wagyu",truffles scrambled eggs,FOOD#QUALITY,positive,10,33,347:00:00,347,crab tiramisu,FOOD#QUALITY,positive,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,wagyu,FOOD#QUALITY,positive,53,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place has the worst service I don't care that it has an outdoor seating that people rave about !,service,SERVICE#GENERAL,negative,25,32,348:00:00,348,outdoor seating,AMBIENCE#GENERAL,negative,61,76,In fact it's UGLY:neutral_face: and most of the food isn't available,food,FOOD#STYLE_OPTIONS,negative,48,52,348:01:00,,,,,,,,,,,,,,,,RESTAURANT#GENERAL,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for take-away the service is rather slow,service,SERVICE#GENERAL,negative,18,25,349:00:00,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go when it's real busy for fresh foods.,foods,FOOD#QUALITY,positive,33,38,350:00:00,350,,,,,,"They ask for gratuity when you 1st pay, save it for the table to see how service is.",,,,,,350:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowest drive through ever.,,SERVICE#GENERAL,negative,0,0,351:00:00,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Try Taqueria - L3 #03-29: Being intense foodies, we had the privilege to try the most unique Taco experience bar none.",Taqueria,RESTAURANT#GENERAL,positive,4,12,352:00:00,352,Taco experience bar,RESTAURANT#GENERAL,positive,93,112,"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",Pollo,FOOD#QUALITY,positive,42,47,352:01:00,,,,,,,,,,,,,,,Carne,FOOD#QUALITY,positive,49,54,,,,,,,,,,,,,,,,Pescado,FOOD#QUALITY,positive,56,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOOD#QUALITY,positive,0,0,,,,,,,,,,
I don't understand any of these reviews.,,,,,,353:00:00,353,,,,,,Chewy calamari.,calamari,FOOD#QUALITY,negative,6,14,353:01:00,Salads swimming in dressing.,Salads,FOOD#QUALITY,negative,0,6,353:02:00,Clumpy oily cream sauce.,cream sauce,FOOD#QUALITY,negative,12,23,353:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warm beer.,beer,DRINKS#QUALITY,negative,5,9,353:04:00,Blech!,,RESTAURANT#GENERAL,negative,0,0,353:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I loved the philly steak sandwich, recommended :thumbs_up:",philly steak sandwich,FOOD#QUALITY,positive,12,33,354:00:00,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like this one better than most in the area,,RESTAURANT#GENERAL,positive,0,0,355:00:00,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
