rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
,The bagel was huge.,FOOD#STYLE_OPTIONS,positive
,They were served warm and had a soft fluffy interior.,FOOD#QUALITY,positive
,The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS,negative
,I loved it and would HIGHLY RECOMMEND.,RESTAURANT#GENERAL,positive
1300636,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,"When I called this morning, I didn't think I would be able to get in at 12, but I was able to get in, along with four other guests.",,
,I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
1303888,All the staff is absolutely professional!!,SERVICE#GENERAL,positive
,I sometimes see the waiters don't have enough knowledge of their dishes.,,
,But they do.,SERVICE#GENERAL,positive
,"(that is A MUST, but not every restaurant can do...) ",SERVICE#GENERAL,positive
,"If you want to dine with large party, I recommend to make reservation BASEMENT.",,
,"There's nice and quiet, small but enough for 6 (or more).",AMBIENCE#GENERAL,positive
1303984,This restaurant was way overhyped.,RESTAURANT#GENERAL,negative
,My chow fun and chow see was really bland and oily.,FOOD#QUALITY,negative
,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,FOOD#QUALITY,negative
,The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,neutral
,,FOOD#QUALITY,neutral
1308557,The service was the only thing good about this restaurant.,SERVICE#GENERAL,positive
,,RESTAURANT#GENERAL,negative
,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",AMBIENCE#GENERAL,negative
,,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,I definitely wouldn't go back.,RESTAURANT#GENERAL,negative
1310217,There are many Thai places in the city but so far Toons is #1.,,
,Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,The price is reasonable although the service is poor.,RESTAURANT#PRICES,positive
,,SERVICE#GENERAL,negative
1318537,fresh restaurant was amazing........ food was delicious and of course fresh.,RESTAURANT#GENERAL,positive
,,FOOD#QUALITY,positive
,"great for a romantic evening, or a fun evening with friends...",AMBIENCE#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,positive
,I will be going back very soon.,RESTAURANT#GENERAL,positive
,keep up the good work.,RESTAURANT#GENERAL,positive
,Hats off to the chef.,FOOD#QUALITY,positive
1328078,"I am not the most experienced person when it comes to Thai food, but my friend who took me there is.",,
,He has visited Thailand and is quite expert on the cuisine.,,
,It was wonderful.,RESTAURANT#GENERAL,positive
,"the salads are delicious, both refreshing and very spicy.",FOOD#QUALITY,positive
,We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,positive
,too large for just two people but nothing was left.,FOOD#STYLE_OPTIONS,neutral
,,FOOD#QUALITY,positive
,Unbelievable.,,
1335154,Had a late night dinner on a Saturday night.,,
,"Great vibe, lots of people.",AMBIENCE#GENERAL,positive
,"My husband and I both ordered the Steak, medium.",,
,"My husbands was perfect, my was well done and dry.",FOOD#QUALITY,positive
,,FOOD#QUALITY,negative
,"I didn't complain, I liked the atmosphere so much.",AMBIENCE#GENERAL,positive
,Will give it another chance before I write it off.,,
1335656,Visited there while on vacation and reading the reviews.,,
,On a hot day it was fabulous to stop in and enjoy lunch.,RESTAURANT#GENERAL,positive
,"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,positive
,,RESTAURANT#MISCELLANEOUS,positive
,Salads were fantastic.,FOOD#QUALITY,positive
,Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD#QUALITY,positive
,Ingredients are organic which is a real plus for me.,FOOD#QUALITY,positive
,We will be back.,RESTAURANT#GENERAL,positive
1338124,"This is some really good, inexpensive sushi.",FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,"It costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.",,
,The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,,FOOD#PRICES,positive
,The Yellowtail was particularly good as well.,FOOD#QUALITY,positive
,"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD#STYLE_OPTIONS,negative
,,FOOD#PRICES,negative
,"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",RESTAURANT#GENERAL,positive
1340075,Big Wong gets big Ups for a fine establishment.,RESTAURANT#GENERAL,positive
,"They have it all -- great price, food, and service.",RESTAURANT#GENERAL,positive
,,RESTAURANT#PRICES,positive
,,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,AMBIENCE#GENERAL,negative
,,SERVICE#GENERAL,positive
,The food is prepared quickly and efficiently.,SERVICE#GENERAL,positive
,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",FOOD#PRICES,positive
,,FOOD#PRICES,positive
,,FOOD#PRICES,positive
,,FOOD#PRICES,positive
,The takeout is great too since they give high quality tupperware as well.,SERVICE#GENERAL,positive
,This place is always very crowded and popular.,RESTAURANT#MISCELLANEOUS,positive
1341354,Went here on a friend's reccomendation.,,
,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,We both opted for a pasta dish and they were served timely and fresh.,SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,"We concluded with tiramisu chocolate cake, both were delicious.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,We'd go back again,RESTAURANT#GENERAL,positive
1347423,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,RESTAURANT#GENERAL,positive
,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",SERVICE#GENERAL,positive
,,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,SERVICE#GENERAL,positive
,"Yes, the prices are high, but I felt it was worth it.",RESTAURANT#PRICES,negative
,,RESTAURANT#GENERAL,positive
,We all felt it was worth it.,RESTAURANT#GENERAL,positive
1349391,sometimes i get good food and ok service.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,neutral
,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",FOOD#QUALITY,negative
,,SERVICE#GENERAL,negative
,,SERVICE#GENERAL,negative
,,FOOD#QUALITY,positive
,it is not consistent.,RESTAURANT#GENERAL,negative
,really depends on your luck!,,
1352948,The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,FOOD#STYLE_OPTIONS,positive
,,DRINKS#STYLE_OPTIONS,positive
,,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,And where does Patis go wrong; no where.,RESTAURANT#GENERAL,positive
,"You are not eating haut cuisine with subtle hints of whatever but: Cassuolet, Steake Fritte, Tripe Stew, etc; simple stuff.",FOOD#STYLE_OPTIONS,positive
,,FOOD#QUALITY,positive
,And evaluated on those terms Pastis is simply wonderful.,RESTAURANT#GENERAL,positive
1353599,Right off the L in Brooklyn this is a nice cozy place with good pizza.,FOOD#QUALITY,positive
,,AMBIENCE#GENERAL,positive
,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,FOOD#QUALITY,negative
,,FOOD#QUALITY,positive
,My friend got the mushroom pizza which tasted better.,FOOD#QUALITY,positive
,The sangria was pretty tasty and good on a hot muggy day.,DRINKS#QUALITY,positive
,Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,RESTAURANT#MISCELLANEOUS,neutral
,Overall I would recommend it and go back again.,RESTAURANT#GENERAL,positive
,Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),,
1357554,I started out with a Bombay beer which was big enough for two.,DRINKS#STYLE_OPTIONS,positive
,For dinner I had the chicken tikka-masala and some garlic naan.,,
,MMmmm... it was delicious.,FOOD#QUALITY,positive
,"Service was slow, but the people were friendly.",SERVICE#GENERAL,negative
,,SERVICE#GENERAL,positive
,It's a nice place to relax and have conversation.,AMBIENCE#GENERAL,positive
,I can't wait to go back.,RESTAURANT#GENERAL,positive
1367358,We have lived in Chelsea for two years and have never noticed this restaurant.,,
,The food is authentic Italian - delicious!,FOOD#QUALITY,positive
,"Pizza is terrific, as is homemade pasta.",FOOD#QUALITY,positive
,,FOOD#QUALITY,positive
,"Ambience is delightful, service impeccable.",AMBIENCE#GENERAL,positive
,,SERVICE#GENERAL,positive
1380450,I'm still mad that i had to pay for lousy food.,FOOD#QUALITY,negative
,The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,FOOD#QUALITY,negative
,,FOOD#QUALITY,negative
,Service was also horrible and the ambience is not that great.,SERVICE#GENERAL,negative
,,AMBIENCE#GENERAL,negative
,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,RESTAURANT#MISCELLANEOUS,negative
1387314,I go and eat out at many different restaurants and this is one place you have go and try.,RESTAURANT#GENERAL,positive
,This is my first time writing a review for a restaurant because the food and service was excellent.,FOOD#QUALITY,positive
,,SERVICE#GENERAL,positive
,The filet mignon dish was superb!,FOOD#QUALITY,positive
,I would defiantly come back here again as one of my top choices.,RESTAURANT#GENERAL,positive
,It's a small cute restaurant.,AMBIENCE#GENERAL,positive
1390357,I absolutely love this place!!!,RESTAURANT#GENERAL,positive
,"From the street it looks very hidden, and is actually an old warehouse.",,
,"I like the ambience, it's very dark and original.",AMBIENCE#GENERAL,positive
,I came here for my friend's birthday and keep coming back ever since.,,
,The sushi is amazing!!!,FOOD#QUALITY,positive
,And amazingly cheap.,FOOD#PRICES,positive
,Big thumbs up!,RESTAURANT#GENERAL,positive
1394712,Very affordable and excellent ambient!,AMBIENCE#GENERAL,positive
,,RESTAURANT#PRICES,positive
,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,FOOD#QUALITY,negative
,We were very disappointed.,FOOD#QUALITY,negative
,We won't go to this place again for a good meal.,FOOD#QUALITY,negative
,"However, I think this place is a good hang out spot.",AMBIENCE#GENERAL,positive
,"Next time, we wouldn't dare ordering anything else other than some simple Asian appetizers and drinks.",,
1395421,My Girlfriend and I stumbled onto this hopping place the other night and had a great time!,RESTAURANT#GENERAL,positive
,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,FOOD#QUALITY,positive
,,DRINKS#QUALITY,positive
,,SERVICE#GENERAL,positive
,,AMBIENCE#GENERAL,positive
,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,AMBIENCE#GENERAL,positive
,"They tell me they are going to cover the garden in glass for the winter, so i'm looking forward to going there on a snowy night to enjoy it.",RESTAURANT#MISCELLANEOUS,positive
,Check this place out!,RESTAURANT#GENERAL,positive
,HIGHLY RECOMMENDED!!!!!,RESTAURANT#GENERAL,positive
1398844,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",AMBIENCE#GENERAL,negative
,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",AMBIENCE#GENERAL,negative
,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",AMBIENCE#GENERAL,negative
