rid,sentences__sentence__text,sentences__sentence__Opinions__Opinion__category,sentences__sentence__Opinions__Opinion__polarity
4,"Waited on getting this computer, but it has been a great change.",LAPTOP#GENERAL,positive
,Ease of use is just one of the benefits I love about my Mac.,LAPTOP#USABILITY,positive
160,Purchased as a gift for a friend.,,
,The service I received from Toshiba went above and beyond the call of duty.,SUPPORT#QUALITY,positive
,"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.",LAPTOP#OPERATION_PERFORMANCE,positive
,,DISPLAY#QUALITY,positive
,,LAPTOP#USABILITY,positive
,It is extremely portable and easily connects to WIFI at the library and elsewhere.,LAPTOP#PORTABILITY,positive
,,LAPTOP#CONNECTIVITY,positive
,Just what the doctor ordered.,LAPTOP#GENERAL,positive
185,2nd Mac book I have purchased from MacConnection.,,
,I cannot be happier with the service or product.,SUPPORT#GENERAL,positive
,,LAPTOP#GENERAL,positive
64,power supply went bad after 2 weeks --,POWER_SUPPLY#QUALITY,negative
,after much effort and 10 days ASUS replaced it,SUPPORT#QUALITY,negative
,The WiFi is very weak.,LAPTOP#CONNECTIVITY,negative
,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal.",,
,Summary: Spend your money elsewhere,LAPTOP#GENERAL,negative
78,This is a nicely sized laptop with lots of processing power and long battery life.,LAPTOP#DESIGN_FEATURES,positive
,,CPU#OPERATION_PERFORMANCE,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,Love it so far.,LAPTOP#GENERAL,positive
270,The Toshiba Net book operates very well.,LAPTOP#OPERATION_PERFORMANCE,positive
,The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS,negative
214,"I bought this netbook for traveling, and it's great - light, functional, and meets my needs.",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#PORTABILITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"The touchpad is extremely sensitive, which is the only drawback.",MOUSE#OPERATION_PERFORMANCE,negative
,,LAPTOP#GENERAL,positive
,"Otherwise, I love it!",LAPTOP#GENERAL,positive
350,I shopped around before buying.,,
,I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE,negative
,It Was a great deal after all.,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
,I LOVE it!,LAPTOP#GENERAL,positive
,I should have bought one a long time ago.,LAPTOP#GENERAL,positive
,Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral
294,"I've had the MacBook Pro 15 for about three weeks, and it really is a great computer.",LAPTOP#GENERAL,positive
,I have only had PCs with Windows before so this takes a little getting use to.,OS#USABILITY,neutral
,The real stand out on this computer is the feel of the keyboard and it's speed.,KEYBOARD#QUALITY,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"It is fast booting up , shutting down, and connection with the internet.",LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#CONNECTIVITY,positive
,The one thing I wish it had was a detailed hardcopy manuel.,LAPTOP#MISCELLANEOUS,negative
,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS,neutral
239,"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",LAPTOP#MISCELLANEOUS,positive
,It's priced very reasonable and works very well right out of the box.,LAPTOP#PRICE,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,"If you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of Win 7 and grab a 2GB stick of memory to spice it all up a bit more.",,
,(I found a 2GB stick for a bit under $50),,
,"Nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",LAPTOP#GENERAL,positive
,,LAPTOP#PORTABILITY,positive
,,LAPTOP#MISCELLANEOUS,positive
,My ONLY issues are:,,
,the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY,negative
,"That being said, it still runs video in full screen decently.",DISPLAY#OPERATION_PERFORMANCE,neutral
,"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",MULTIMEDIA_DEVICES#QUALITY,neutral
,"Bottom line, I doubt you'd be overly disappointed if you invest in this machine.",LAPTOP#GENERAL,positive
85,"Okay, let's just start out by saying I am in no way a computer techy.",,
,"I am a wife, mom and a school teacher and a college student.",,
,"Trying to balance all of my roles leaves very little time for me to do anything, so I want to manage my time I do have to be the most efficient.",,
,I work on a PC at home and have used Pc all through college.,,
,"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",,
,I was getting extrememly frustrated when I would want to do these simple taks that I would have to wait and wait and wait for things to download or virus that would clog up my PC.,,
,It would take up too much time to do reaearch for my papers and I would be up hours-just because the computer was too slow.,,
,My brother is a computer wiz and would laugh at me because he used an Apple.,,
,"Finally, I couldn't take it anymore and ordered my Apple.",,
,"Yes, I thought the expese was a little much, but I now realize you get what you pay for.",LAPTOP#PRICE,negative
,,LAPTOP#GENERAL,positive
,"I love my Apple, it is quick and easy to use.",LAPTOP#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,,LAPTOP#USABILITY,positive
,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",SUPPORT#QUALITY,positive
,I can't say enough of how satisfied I am with their product and help aftermarket.,LAPTOP#GENERAL,positive
,,SUPPORT#QUALITY,positive
,Money and time well spent!,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
,Highly recommended!,LAPTOP#GENERAL,positive
84,I was looking for a mac which is portable and has all the features that I was looking for.,,
,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",LAPTOP#PRICE,positive
,,SHIPPING#PRICE,positive
,,LAPTOP#GENERAL,positive
,"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.",LAPTOP#MISCELLANEOUS,positive
,,LAPTOP#OPERATION_PERFORMANCE,positive
,I would recommend anyone to buy from pcconnection express.,,
,Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY,negative
,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,,
193,This was an update from an early MacBook Pro.,,
,"Love the speed, especially!",LAPTOP#OPERATION_PERFORMANCE,positive
,So glad I decided to upgrade!,LAPTOP#GENERAL,positive
,"Thanks, MacConnection, for making this a seamless purchase!",,
332,"I've owned this labtop for less then two months, already the mouse button has broke.",MOUSE#QUALITY,negative
,"Still under warrenty so called Toshiba, no help at all.",SUPPORT#QUALITY,negative
,I'm stuck w/ a broken computer.,LAPTOP#QUALITY,negative
,"Will not buy another Toshiba, this is my second, not happy w/ either.",LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,negative
55,This is my 3rd Apple Laptop and first MacBook Pro.,,
,"I love its solid build, light wt and excellent battery life (for now).",LAPTOP#QUALITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,BATTERY#OPERATION_PERFORMANCE,positive
,Excellent LED monitor and well equipped.,DISPLAY#DESIGN_FEATURES,positive
,,LAPTOP#DESIGN_FEATURES,positive
,I love the Apple products.,COMPANY#GENERAL,positive
86,"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL,positive
,"It is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.",KEYBOARD#DESIGN_FEATURES,positive
,,KEYBOARD#USABILITY,positive
,,LAPTOP#DESIGN_FEATURES,positive
,,LAPTOP#USABILITY,positive
,"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",LAPTOP#USABILITY,positive
,both upgrades were quickly accomplished after purchasing the necessary Product Key.,LAPTOP#USABILITY,positive
,"Other installed features, such as certain printer software, are also most attractive.",LAPTOP#DESIGN_FEATURES,positive
127,"Ever since I bought this laptop, so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.",LAPTOP#QUALITY,negative
,,SUPPORT#QUALITY,negative
,I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,LAPTOP#QUALITY,negative
,,SUPPORT#QUALITY,negative
,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",SUPPORT#QUALITY,negative
,It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY,negative
,"And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",SUPPORT#QUALITY,negative
,"Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",LAPTOP#QUALITY,negative
,,SUPPORT#QUALITY,negative
,Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,LAPTOP#GENERAL,negative
,,COMPANY#GENERAL,negative
,Probably not ever again.,,
,I'll rather be out of date then spend more money on toshiba.,COMPANY#GENERAL,negative
,Remember to do your research first before consider buying a toshiba product.,COMPANY#GENERAL,negative
1,All I can say is W-O-W.,LAPTOP#GENERAL,positive
,This laptop is insane!!!,LAPTOP#GENERAL,positive
,It's so nice to look at and the keys are easy to type with.,LAPTOP#DESIGN_FEATURES,positive
,,KEYBOARD#USABILITY,positive
,I bought a protector for my key pad and it works great :),KEYBOARD#OPERATION_PERFORMANCE,positive
,This is definitely a computer worth the money;,LAPTOP#GENERAL,positive
,,LAPTOP#PRICE,positive
,The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,MOUSE#DESIGN_FEATURES,neutral
,,MOUSE#USABILITY,neutral
,"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",LAPTOP#MISCELLANEOUS,positive
,"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.",LAPTOP#GENERAL,positive
,,LAPTOP#DESIGN_FEATURES,positive
,The Apple team also assists you very nicely when choosing which computer is right for you :),SUPPORT#QUALITY,positive
,"Obviously, this Macbook is P-E-R-F-E-C-T for me because it does exactly what I need in an easy-to-function way.",LAPTOP#GENERAL,positive
,,LAPTOP#USABILITY,positive
,DEFINITELY recommended!!!,LAPTOP#GENERAL,positive
213,"Not a bad laptop, it's a bit slow, but gets the job done.",LAPTOP#GENERAL,positive
,,LAPTOP#OPERATION_PERFORMANCE,neutral
,The lcd screen stopped working on mine after 10 months.,DISPLAY#QUALITY,negative
,,DISPLAY#OPERATION_PERFORMANCE,negative
,I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,SUPPORT#MISCELLANEOUS,negative
,"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY,negative
,even though I had the receipt in front of me proving it still had 2 months left on the warranty.,SUPPORT#QUALITY,negative
,Dealing with the support drone on the other end of the chat was sheer torture.,SUPPORT#QUALITY,negative
,English must have been his third or fourth language.,SUPPORT#QUALITY,negative
,"His language was so bad I swore I was taking the turing test, and it was failing.",SUPPORT#QUALITY,negative
,after trying to get some help he disconnected on me.,SUPPORT#QUALITY,negative
,After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,,
,"After 4 days, being denied 6 times and told off once, I managed to get through and was able to send them a scanned copy of the receipt.",SUPPORT#QUALITY,negative
,After that the said it was under warranty.,,
,Then they had me jump through many hoops and questions to see if they could find another way to invalidate me.,SUPPORT#QUALITY,negative
,"After they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.",SUPPORT#QUALITY,negative
,I managed to comply with these too and now have to wait and see if they can find another way to screw me.,SUPPORT#QUALITY,negative
,They really do have the worlds very worst repair service.,SUPPORT#GENERAL,negative
